movie_id,title,release
9493,Twins,1988
22556,The Yellow Handkerchief,2008
873,The Color Purple,1985
33196,Tidal Wave,2009
205596,The Imitation Game,2014
10765,Private Benjamin,1980
16769,Coal Miner's Daughter,1980
33217,Diary of a Wimpy Kid,2010
132232,Mama,2013
11153,National Lampoon's Vacation,1983
208134,Bad Grandpa,2013
1165,The Queen,2006
4011,Beetlejuice,1988
17202,Why Did I Get Married?,2007
9587,Little Women,1994
65086,The Woman in Black,2012
10053,When a Stranger Calls,2006
11870,Big Fat Liar,2002
11778,The Deer Hunter,1978
586,Wag the Dog,1997
18736,The Lizzie McGuire Movie,2003
134411,Snitch,2013
287903,Krampus,2015
9276,The Faculty,1998
15765,What's Love Got to Do with It,1993
2142,Cop Land,1997
11397,Not Another Teen Movie,2001
77016,End of Watch,2012
11478,The Skulls,2000
266856,The Theory of Everything,2014
13411,Malibu's Most Wanted,2003
10564,Where the Heart Is,2000
947,Lawrence of Arabia,1962
24150,Halloween II,2009
228970,Wild,2014
18405,The Last House on the Left,2009
6961,The Wedding Date,2005
11442,Halloween: Resurrection,2002
2493,The Princess Bride,1987
14047,The Great Debaters,2007
64690,Drive,2011
11132,Confessions of a Teenage Drama Queen,2004
17127,The Object of My Affection,1998
1562,28 Weeks Later,2007
232679,When the Game Stands Tall,2014
17880,Because of Winn-Dixie,2005
14736,Love & Basketball,2000
9434,Grosse Pointe Blank,1997
23706,All About Steve,2009
11531,Book of Shadows: Blair Witch 2,2000
9100,The Craft,1996
116,Match Point,2005
38843,Ramona and Beezus,2010
1245,The Remains of the Day,1993
4995,Boogie Nights,1997
10413,Nowhere to Run,1993
14012,Flicka,2006
9793,The Hills Have Eyes 2,2007
12212,Urban Legends: Final Cut,2000
13768,Tuck Everlasting,2002
8975,The Marine,2006
342521,Keanu,2016
45272,Country Strong,2010
9424,Disturbing Behavior,1998
97367,The Place Beyond the Pines,2013
254904,The November Man,2014
18681,Eye of the Beholder,1999
12162,The Hurt Locker,2008
11495,Firestarter,1984
64689,Killing Them Softly,2012
157849,A Most Wanted Man,2014
13166,Freddy Got Fingered,2001
15511,VeggieTales: The Pirates Who Don't Do Anything,2008
37003,U2 3D,2007
12211,Highlander: Endgame,2000
13816,Idlewild,2006
51828,One Day,2011
22798,Whip It,2009
7501,Knockaround Guys,2001
10743,Confidence,2003
37718,The Muse,1999
15237,De-Lovely,2004
9686,New York Stories,1989
17644,Barney's Great Adventure,1998
97430,The Man with the Iron Fists,2012
12257,Home Fries,1998
13539,Here On Earth,2000
68,Brazil,1985
14024,Raise Your Voice,2004
115,The Big Lebowski,1998
7874,Black Snake Moan,2006
4911,Dark Blue,2002
1988,A Mighty Heart,2007
16222,Whatever It Takes,2000
9557,Boat Trip,2002
9026,The Importance of Being Earnest,2002
57943,The Love Letter,1998
18276,Hoot,2006
8321,In Bruges,2008
72359,Peeples,2013
10186,The Rocker,2008
25704,Post Grad,2009
133694,Promised Land,2012
19265,Whatever Works,2009
36047,The In Crowd,2000
8053,The Three Burials of Melquiades Estrada,2005
2290,Jakob the Liar,1999
5236,Kiss Kiss Bang Bang,2005
6552,Idle Hands,1999
1018,Mulholland Drive,2001
10075,Blood and Chocolate,2007
38031,You Will Meet a Tall Dark Stranger,2010
42188,Never Let Me Go,2010
112430,The Company,2007
6687,Transsiberian,2008
13853,The Clan of the Cave Bear,1986
31306,Crazy in Alabama,1999
8461,Funny Games,2007
331592,Listening,2015
47692,Felicia's Journey,1999
19,Metropolis,1927
10045,District B13,2004
400,Things to Do in Denver When You're Dead,1995
253450,The Assassin,2015
9104,Buffalo Soldiers,2001
11190,The Return,2003
16353,Ong Bak 2,2008
23759,Centurion,2010
24206,Silent Trigger,1996
10185,The Midnight Meat Train,2008
75033,Winnie Mandela,2011
74536,The Son of No One,2011
31668,All The Queen's Men,2001
13501,The Good Night,2007
15208,Bathory: Countess of Blood,2008
172391,Khumba,2013
262543,Automata,2014
9288,Dungeons & Dragons: Wrath of the Dragon God,2005
370980,Chiamatemi Francesco - Il Papa della gente,2015
20083,Shinjuku Incident,2009
40880,Pandaemonium,2001
137,Groundhog Day,1993
264999,Magic Mike XXL,2015
454,Romeo + Juliet,1996
53457,Sarah's Key,2010
288980,Freedom,2014
33,Unforgiven,1992
1951,Manderlay,2005
12405,Slumdog Millionaire,2008
10998,Fatal Attraction,1987
114,Pretty Woman,1990
9396,Crocodile Dundee II,1988
319910,Broken Horses,2015
2604,Born on the Fourth of July,1989
864,Cool Runnings,1993
14435,My Bloody Valentine,2009
1931,Stomp the Yard,2007
691,The Spy Who Loved Me,1977
9877,Urban Legend,1998
62008,Good Deeds,2012
12227,White Fang,1991
13824,Superstar,1999
71688,The Iron Lady,2011
15173,Jonah: A VeggieTales Movie,2002
8291,Poetic Justice,1993
13950,All About the Benjamins,2002
12158,Vampire in Brooklyn,1995
11586,Exorcist II: The Heretic,1977
10008,An American Haunting,2005
2830,My Boss's Daughter,2003
12403,A Perfect Getaway,2009
34563,Our Family Wedding,2010
14557,Dead Man on Campus,1998
10368,Tea with Mussolini,1999
10280,Thinner,1996
12637,"New York, New York",1977
34152,Crooklyn,1994
14434,I Think I Love My Wife,2007
11470,Jason X,2001
10741,Bobby,2006
24940,Head Over Heels,2001
82679,Fun Size,2012
2013,The Diving Bell and the Butterfly,2007
1440,Little Children,2006
18041,Gossip,2000
28029,A Walk on the Moon,1999
1123,Catch a Fire,2006
14033,Soul Survivors,2001
87729,Jefferson in Paris,1995
16899,Easy Virtue,2008
41317,Caravans,1978
245700,Mr. Turner,2014
37842,Wild Grass,2009
9045,Amen.,2002
44092,Reign of Assassins,2010
16005,The Lucky Ones,2008
44754,Margaret,2011
23988,Stan Helsing,2009
43949,Flipped,2010
142,Brokeback Mountain,2005
9603,Clueless,1995
10712,Far from Heaven,2002
243938,Hot Tub Time Machine 2,2015
10876,Quills,2000
86838,Seven Psychopaths,2012
25208,The Caveman's Valentine,2001
613,Downfall,2004
1913,The Sea Inside,2004
97370,Under the Skin,2014
801,"Good Morning, Vietnam",1987
70829,The Last Godfather,2010
54518,Justin Bieber: Never Say Never,2011
44214,Black Swan,2010
240,The Godfather: Part II,1974
9816,Save the Last Dance,2001
10131,A Nightmare on Elm Street 4: The Dream Master,1988
339984,Miracles from Heaven,2016
8859,"Dude, Where’s My Car?",2000
11967,Young Guns,1988
239563,St. Vincent,2014
222899,About Last Night,2014
4951,10 Things I Hate About You,1999
10985,The New Guy,2002
9644,National Lampoon's Loaded Weapon 1,1993
332567,The Shallows,2016
1954,The Butterfly Effect,2004
15489,Snow Day,2000
15250,This Christmas,2007
22345,Baby Geniuses,1999
9448,The Big Hit,1998
38223,Harriet the Spy,1996
11186,Child's Play 2,1990
136835,No Good Deed,2014
5876,The Mist,2007
264660,Ex Machina,2015
492,Being John Malkovich,1999
25462,Two Can Play That Game,2001
238603,Earth to Echo,2014
10691,Crazy/Beautiful,2001
1251,Letters from Iwo Jima,2006
5172,The Astronaut Farmer,2006
58680,Woo,1998
264644,Room,2015
14577,Dirty Work,1998
11592,Serial Mom,1994
16406,Dick,1999
19052,Light It Up,1999
3682,54,1998
9683,Bubble Boy,2001
2084,Birthday Girl,2001
107811,21 & Over,2013
2266,"Paris, je t'aime",2006
13074,Resurrecting the Champ,2007
144340,Admission,2013
48217,The Widow of Saint-Pierre,2000
28211,Chloe,2009
47502,Faithful,1996
9950,Find Me Guilty,2006
84892,The Perks of Being a Wallflower,2012
24227,Excessive Force,1993
9672,Infamous,2006
44853,The Claim,2000
157544,The Vatican Tapes,2015
59678,Attack the Block,2011
79777,In the Land of Blood and Honey,2011
158011,The Call,2013
17043,The Crocodile Hunter: Collision Course,2002
8952,I Love You Phillip Morris,2009
62204,Quest for Fire,1981
13435,Antwone Fisher,2002
17187,The Emperor's Club,2002
319,True Romance,1993
59457,Womb,2010
9504,Glengarry Glen Ross,1992
37414,The Killer Inside Me,2010
6217,Cat People,1982
26688,Sorority Row,2009
43867,The Prisoner of Zenda,1937
6615,Lars and the Real Girl,2007
14574,The Boy in the Striped Pyjamas,2008
16,Dancer in the Dark,2000
39780,Oscar and Lucinda,1997
21612,The Funeral,1996
36691,Solitary Man,2009
23631,Machete,2010
45324,Casino Jack,2010
12144,The Land Before Time,1988
11658,Tae Guk Gi: The Brotherhood of War,2004
56601,The Perfect Game,2010
9552,The Exorcist,1973
578,Jaws,1975
2105,American Pie,1999
126319,Ernest & Celestine,2012
10136,The Golden Child,1986
67660,Think Like a Man,2012
10611,Barbershop,2002
154,Star Trek II: The Wrath of Khan,1982
3049,Ace Ventura: Pet Detective,1994
860,WarGames,1983
9281,Witness,1985
75674,Act of Valor,2012
9762,Step Up,2006
3179,Beavis and Butt-Head Do America,1996
184,Jackie Brown,1997
13335,Harold & Kumar Escape from Guantanamo Bay,2008
76726,Chronicle,2012
10269,Yentl,1983
36819,Time Bandits,1981
17130,Crossroads,2002
57214,Project X,2012
11202,Patton,1970
9357,One Hour Photo,2002
13812,Quarantine,2008
9030,The Eye,2008
19084,Johnson Family Vacation,2004
8386,How High,2001
10437,The Muppet Christmas Carol,1992
1360,Frida,2002
101267,Katy Perry: Part of Me,2012
222935,The Fault in Our Stars,2014
10220,Rounders,1998
284296,Top Five,2014
31915,Prophecy,1979
11601,Stir of Echoes,1999
205220,Philomena,2013
11354,The Upside of Anger,2005
16241,The Boys from Brazil,1978
14191,Aquamarine,2006
286565,Paper Towns,2015
26710,My Baby's Daddy,2004
129670,Nebraska,2013
9059,Tales from the Crypt: Demon Knight,1995
34549,Max Keeble's Big Move,2001
57157,Young Adult,2011
1948,Crank,2006
28353,Def Jam's How to Be a Player,1997
46889,Living Out Loud,1998
38093,Just Wright,2010
14976,Rachel Getting Married,2008
11027,The Postman Always Rings Twice,1981
3635,Girl with a Pearl Earring,2003
387,Das Boot,1981
6020,Sorority Boys,2002
122906,About Time,2013
9550,House of Flying Daggers,2004
60599,Arbitrage,2012
227719,Project Almanac,2015
14299,Cadillac Records,2008
19419,Screwed,2000
12088,Fortress,1992
14799,For Your Consideration,2006
9466,Celebrity,1998
7510,Running with Scissors,2006
31246,From Justin to Kelly,2003
61752,Girl 6,1996
10944,In the Cut,2003
10362,Two Lovers,2008
14778,Last Orders,2001
1255,The Host,2006
45226,The Pursuit of D.B. Cooper,1981
10212,Ravenous,1999
8669,Charlie Bartlett,2008
179144,The Great Beauty,2013
16857,The Dangerous Lives of Altar Boys,2002
86825,Stoker,2013
844,2046,2004
8060,Married Life,2007
15907,Duma,2005
38448,Ondine,2009
327,Brother,2000
9260,Welcome to Collinwood,2002
61337,Critical Care,1997
13079,The Life Before Her Eyes,2007
89325,Darling Companion,2012
4170,Trade,2007
41508,Fateless,2005
12479,Breakfast of Champions,1999
44555,"A Woman, a Gun and a Noodle Shop",2009
10133,Cypher,2002
21345,City of Life and Death,2009
173931,Legend of a Rabbit,2011
61984,Space Battleship Yamato,2010
50601,5 Days of War,2011
26466,Triangle,2009
345003,10 Days in a Madhouse,2015
236751,Heaven is for Real,2014
107,Snatch,2000
357837,Dancin' It's On,2015
8913,Pet Sematary,1989
13889,Madadayo,1993
18530,The Cry of the Owl,2009
358451,A Tale of Three Cities,2015
927,Gremlins,1984
11,Star Wars,1977
291870,Dirty Grandpa,2016
907,Doctor Zhivago,1965
206563,Trash,2014
11887,High School Musical 3: Senior Year,2008
45317,The Fighter,2010
12094,Jackass Number Two,2006
10377,My Cousin Vinny,1992
249164,If I Stay,2014
256092,Drive Hard,2014
9942,Major League,1989
10748,St. Trinian's,2007
1817,Phone Booth,2002
10229,A Walk to Remember,2002
687,Dead Man Walking,1995
796,Cruel Intentions,1999
22804,Saw VI,2009
10156,History of the World: Part I,1981
12837,The Secret Life of Bees,2008
17708,Corky Romano,2001
13937,Raising Cain,1992
28932,F.I.S.T.,1978
31909,Invaders from Mars,1986
167073,Brooklyn,2015
3175,Barry Lyndon,1975
14369,Out Cold,2001
16888,The Ladies Man,2000
121826,Quartet,2012
10646,Tomcats,2001
12149,Frailty,2001
304357,Woman in Gold,2015
11184,Kinsey,2004
766,Army of Darkness,1992
20009,Slackers,2002
1587,What's Eating Gilbert Grape,1993
30973,The Visual Bible: The Gospel of John,2003
11109,Vera Drake,2004
9027,The Guru,2002
63020,The Perez Family,1995
86829,Inside Llewyn Davis,2013
11065,O,2001
13888,Return to the Blue Lagoon,1991
42345,The Molly Maguires,1970
13994,Romance & Cigarettes,2005
1590,Copying Beethoven,2006
62728,Brighton Rock,2010
11917,Saw V,2008
45138,Machine Gun McCain,1969
80271,LOL,2012
4657,Jindabyne,2006
14395,Kabhi Alvida Naa Kehna,2006
24137,An Ideal Husband,1999
190847,The Last Days on Mars,2013
11056,Darkness,2002
62,2001: A Space Odyssey,1968
601,E.T. the Extra-Terrestrial,1982
13067,In the Land of Women,2007
25379,The Blue Butterfly,2004
88641,There Goes My Baby,1994
58051,Housefull,2010
14877,September Dawn,2007
96399,For Greater Glory - The True Story of Cristiada,2012
304410,The Bélier Family,2014
489,Good Will Hunting,1997
373314,Misconduct,2016
214,Saw III,2006
10890,Stripes,1981
1588,Bring It On,2000
316727,The Purge: Election Year,2016
10314,She's All That,1999
663,Saw IV,2007
11804,White Noise,2005
16781,Madea's Family Reunion,2006
11873,The Color of Money,1986
9289,The Longest Day,1962
10414,The Mighty Ducks,1992
1970,The Grudge,2004
9614,Happy Gilmore,1996
8922,Jeepers Creepers,2001
1648,Bill & Ted's Excellent Adventure,1989
17917,Oliver!,1968
74534,The Best Exotic Marigold Hotel,2011
19405,Recess: School's Out,2001
9355,Mad Max Beyond Thunderdome,1985
10999,Commando,1985
321258,The Boy,2016
44040,Devil,2010
10426,Friday After Next,2002
280092,Insidious: Chapter 3,2015
13938,The Last Dragon,1985
10163,The Lawnmower Man,1992
12182,Nick and Norah's Infinite Playlist,2008
1832,Dogma,1999
9034,The Banger Sisters,2002
15301,Twilight Zone: The Movie,1983
10135,Road House,1989
26352,A Low Down Dirty Shame,1994
20616,Swimfan,2002
9794,Employee of the Month,2006
15037,Can't Hardly Wait,1998
227,The Outsiders,1983
294272,Pete's Dragon,2016
11336,The Dead Zone,1983
283445,Sinister 2,2015
88036,Sparkle,2012
10984,Valentine,2001
22824,The Fourth Kind,2009
9526,A Prairie Home Companion,2006
39349,Sugar Hill,1994
15983,Invasion U.S.A.,1985
14544,Roll Bounce,2005
11545,Rushmore,1998
42684,Skyline,2010
268238,The Second Best Exotic Marigold Hotel,2015
8359,Kit Kittredge: An American Girl,2008
15648,The Perfect Man,2005
41823,Mo' Better Blues,1990
11891,Kung Pow: Enter the Fist,2002
9362,Tremors,1990
9902,Wrong Turn,2003
14729,The Long Riders,1980
9455,The Corruptor,1999
103731,Mud,2013
10090,Reno 911!: Miami,2007
164558,One Direction: This Is Us,2013
19905,"The Goods: Live Hard, Sell Hard",2009
17710,Hey Arnold! The Movie,2002
75900,My Week with Marilyn,2011
9515,The Matador,2005
27322,Love Jones,1997
328425,The Gift,2015
14120,End of the Spear,2005
10050,Get Over It,2001
1542,Office Space,1999
10490,Drop Dead Gorgeous,1999
87093,Big Eyes,2014
10029,Very Bad Things,1998
9893,Sleepover,2004
11507,Body Double,1984
37931,MacGruber,2010
3472,Dirty Pretty Things,2002
87818,Movie 43,2013
13160,Over Her Dead Body,2008
88005,Seeking a Friend for the End of the World,2012
52067,Cedar Rapids,2011
73,American History X,1998
134597,The Collection,2012
24034,Teacher's Pet,2004
14283,The Red Violin,1998
404,The Straight Story,1999
13201,Deuces Wild,2002
209403,Bad Words,2013
7942,"Run, Fatboy, Run",2007
73247,Heartbeeps,1981
253331,Black or White,2014
34043,On the Line,2001
9952,Rescue Dawn,2006
256924,Danny Collins,2015
82532,"Jeff, Who Lives at Home",2011
41110,I Am Love,2009
134371,Atlas Shrugged Part II,2012
2088,Romeo Is Bleeding,1993
10388,The Limey,1999
1640,Crash,2004
25520,The House of Mirth,2000
27342,Malone,1987
13689,Peaceful Warrior,2006
67911,Bucky Larson: Born to Be a Star,2011
24664,Bamboozled,2000
329440,The Forest,2016
47890,Sphinx,1981
252512,While We're Young,2015
55720,A Better Life,2011
9613,Spider,2002
29076,Gun Shy,2000
29339,Nicholas Nickleby,2002
68812,The Iceman,2012
32740,Krrish,2006
14195,Cecil B. Demented,2000
73567,Killer Joe,2011
41479,The Joneses,2009
15394,Owning Mahowny,2003
10071,The Brothers Solomon,2007
1989,My Blueberry Nights,2007
91076,Illuminata,1998
12779,Swept Away,2002
13191,"War, Inc.",2008
11770,Shaolin Soccer,2001
12703,The Brown Bunny,2004
64559,The Swindle,1997
222649,Rosewater,2014
115872,The Chambermaid on the Titanic,1997
101173,Coriolanus,2011
25350,Imaginary Heroes,2004
10034,High Heels and Low Lifes,2001
20178,World's Greatest Dad,2009
5072,Severance,2006
18191,Edmond,2005
31007,Welcome to the Rileys,2010
11546,Police Academy: Mission to Moscow,1994
41894,Blood Done Sign My Name,2010
184374,Cinco de Mayo: La Batalla,2013
268171,Elsa & Fred,2014
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",1998
24663,The Open Road,2009
39037,The Good Guy,2009
22805,Motherhood,2009
39055,Free Style,2008
245846,Strangerland,2015
25186,Janky Promoters,2009
15017,Blonde Ambition,2007
12245,The Oxford Murders,2008
49787,The Reef,2010
16358,Eulogy,2004
7006,White Noise 2: The Light,2007
66767,Beat the World,2011
17622,Fifty Dead Men Walking,2008
283671,Jungle Shuffle,2014
18516,Adam Resurrected,2008
217708,Of Horses and Men,2013
42057,It's a Wonderful Afterlife,2010
17577,The Devil's Tomb,2009
14608,Partition,2007
34417,Good Intentions,2010
15067,"The Good, The Bad, The Weird",2008
78383,Nurse 3-D,2013
43090,Gunless,2010
16614,Adventureland,2009
9700,The Lost City,2005
10471,Next Friday,2000
250066,American Heist,2014
667,You Only Live Twice,1967
208869,Plastic,2014
86837,Amour,2012
10306,Poltergeist III,1988
106845,Re-Kill,2015
11576,"It's a Mad, Mad, Mad, Mad World",1963
219,Volver,2006
11827,Heavy Metal,1981
22820,Gentlemen Broncos,2009
31174,Richard III,1995
244316,Into the Grizzly Maze,2015
37737,Kites,2010
62215,Melancholia,2011
66125,Red Dog,2011
132316,Jab Tak Hai Jaan,2012
348,Alien,1979
30497,The Texas Chain Saw Massacre,1974
27586,The Runaways,2010
14811,Fiddler on the Roof,1971
660,Thunderball,1965
68684,Detention,2011
40794,Loose Cannons,2010
9400,Set It Off,1996
16162,The Best Man,1999
10585,Child's Play,1988
2359,Sicko,2007
238636,The Purge: Anarchy,2014
10472,Down to You,2000
11282,Harold & Kumar Go to White Castle,2004
6521,The Contender,2000
14181,Boiler Room,2000
1621,Trading Places,1983
9656,Black Christmas,2006
16428,Breakin' All the Rules,2004
10705,Henry V,1989
8272,The Savages,2007
24621,Chasing Papi,2003
1619,The Way of the Gun,2000
9685,Igby Goes Down,2002
14425,PCU,1994
14624,The Ultimate Gift,2006
10179,The Ice Pirates,1984
15568,Gracie,2007
14057,Trust the Man,2005
12621,Hamlet 2,2008
1808,Velvet Goldmine,1998
293670,The Wailing,2016
67675,Glee: The Concert Movie,2011
27329,The Legend of Suriyothai,2001
29514,Two Evil Eyes,1990
250349,Barbecue,2014
12454,All or Nothing,2002
39806,Princess Kaiulani,2010
15699,Opal Dream,2006
8883,Flame & Citron,2008
17926,Undiscovered,2005
291081,Red Riding: In the Year of Our Lord 1974,2009
41248,The Girl on the Train,2009
25968,Veronika Decides to Die,2009
9671,Crocodile Dundee,1986
52010,"Ultramarines: A Warhammer 40,000 Movie",2010
11588,The I Inside,2004
43418,Beneath Hill 60,2010
71157,Polisse,2011
13483,Awake,2007
333355,Star Wars: Clone Wars: Volume 1,2005
327833,Skin Trade,2014
1547,The Lost Boys,1987
25196,Crazy Heart,2009
16323,The Rose,1979
175528,Baggage Claim,2013
8069,Barbarella,1968
71805,Shipwrecked,1990
9451,Election,1999
16727,The Namesake,2006
272693,The DUFF,2015
10696,Glitter,2001
150202,The Haunting in Connecticut 2: Ghosts of Georgia,2013
19644,Silmido,2003
29963,Bright Star,2009
26022,My Name Is Khan,2010
152747,All Is Lost,2013
62676,Limbo,1999
20360,Namastey London,2007
1116,The Wind That Shakes the Barley,2006
185008,Yeh Jawaani Hai Deewani,2013
11620,Quo Vadis,1951
14353,Repo! The Genetic Opera,2008
11818,Valley of the Wolves: Iraq,2006
680,Pulp Fiction,1994
11176,The Muppet Movie,1979
242582,Nightcrawler,2014
11217,Club Dread,2004
15121,The Sound of Music,1965
2619,Splash,1984
773,Little Miss Sunshine,2006
235,Stand by Me,1986
170,28 Days Later,2002
14114,You Got Served,2004
10734,Escape from Alcatraz,1979
37964,Brown Sugar,2002
28121,A Thin Line Between Love and Hate,1996
40807,50/50,2011
10885,Shutter,2008
225565,That Awkward Moment,2014
16471,Modern Problems,1981
385736,Kicks,2016
11971,Much Ado About Nothing,1993
668,On Her Majesty's Secret Service,1969
11596,New Nightmare,1994
14429,Drive Me Crazy,1999
13751,Akeelah and the Bee,2006
9490,Half Baked,1998
14536,New in Town,2009
1359,American Psycho,2000
9962,The Good Girl,2002
15049,Bon Cop Bad Cop,2006
22821,The Boondock Saints II: All Saints Day,2009
42819,The City of Your Final Destination,2009
209263,Enough Said,2013
37735,Easy A,2010
59930,The Inkwell,1994
10873,Shadow of the Vampire,2000
51588,Prom,2011
23570,The Pallbearer,1996
19489,Held Up,1999
14629,Woman on Top,2000
8293,Howards End,1992
291270,Anomalisa,2015
44009,Another Year,2010
1958,8 Women,2002
13154,Showdown in Little Tokyo,1991
26618,Clay Pigeons,1998
43923,It's Kind of a Funny Story,2010
46138,Made in Dagenham,2010
45791,When Did You Last See Your Father?,2007
26306,Prefontaine,1997
110683,The Wicked Lady,1983
26963,The Secret of Kells,2009
198277,Begin Again,2013
7870,Down in the Valley,2005
13072,Brooklyn Rules,2007
153397,Restless,2012
30141,The Singing Detective,2003
17044,The Land Girls,1998
10288,Fido,2006
12183,The Wendell Baker Story,2005
44147,Wild Target,2010
12192,Pathology,2008
36597,Wuthering Heights,2009
13197,10th & Wolf,2006
10913,Dear Wendy,2005
251321,Aloft,2014
149,Akira,1988
10425,The Death and Life of Bobby Z,2007
49081,The Rocket: The Legend of Rocket Richard,2005
256687,Swelter,2014
220488,My Lucky Star,2013
1544,Imagine Me & You,2005
374461,Mr. Church,2016
302,Swimming Pool,2003
182873,Green Street Hooligans: Underground,2013
21512,The Blood of Heroes,1989
389425,Code of Honor,2016
403,Driving Miss Daisy,1989
29461,Soul Food,1997
33542,Rumble in the Bronx,1995
283708,Far from Men,2014
9388,Thank You for Smoking,2005
1691,Hostel: Part II,2007
24684,An Education,2009
2610,Shopgirl,2005
11308,The Hotel New Hampshire,1984
11022,Narc,2002
34341,Men with Brooms,2002
15365,Witless Protection,2008
36046,The Work and the Glory,2004
12569,Extract,2009
24356,Masked and Anonymous,2003
55903,Betty Fisher and Other Stories,2001
2577,Code 46,2003
103903,Outside Bet,2012
73873,Albert Nobbs,2011
312113,Black November,2012
14165,Ta Ra Rum Pum,2007
2011,Persepolis,2007
45650,The Hole,2009
7735,The Wave,2008
301365,The Neon Demon,2016
25941,Harry Brown,2009
29064,The Omega Code,1999
7326,Juno,2007
326284,Pound of Flesh,2015
681,Diamonds Are Forever,1971
238,The Godfather,1972
535,Flashdance,1983
19913,(500) Days of Summer,2009
713,The Piano,1993
77930,Magic Mike,2012
10727,Darkness Falls,2003
253,Live and Let Die,1973
17908,My Dog Skip,2000
8390,"Definitely, Maybe",2008
57119,Jumping the Broom,2011
3291,"Good Night, and Good Luck.",2005
398,Capote,2005
8068,Desperado,1995
10803,Logan's Run,1976
682,The Man with the Golden Gun,1974
10117,Action Jackson,1988
9392,The Descent,2005
24977,Michael Jordan to the Max,2000
79316,Devil's Due,2014
2074,Flirting with Disaster,1996
1696,The Devil's Rejects,2005
308639,Dope,2015
22314,In Too Deep,1999
2662,House of 1000 Corpses,2003
77156,Alien Zone,1978
12573,A Serious Man,2009
44718,Get Low,2010
11342,Warlock,1989
241771,Beyond the Lights,2014
34653,A Single Man,2009
11051,The Last Temptation of Christ,1988
14578,Outside Providence,1999
57825,Bride & Prejudice,2004
9555,Rabbit-Proof Fence,2002
15581,Who's Your Caddy?,2007
13006,Split Second,1992
16651,The Other Side of Heaven,2001
4251,Veer-Zaara,2004
12400,Redbelt,2008
39053,Cyrus,2010
104896,A Dog Of Flanders,1999
14112,Auto Focus,2002
12271,Factory Girl,2006
71859,We Need to Talk About Kevin,2011
226354,The Christmas Candle,2013
48620,The Mighty Macs,2009
33676,Losin' It,1983
37080,Mother and Child,2009
25388,March or Die,1977
11687,The Visitors,1993
39210,Somewhere,2010
30128,I Hope They Serve Beer in Hell,2009
31535,Chairman of the Board,1998
44835,Hesher,2010
192134,Dom Hemingway,2013
1956,Gerry,2002
24985,The Heart of Me,2002
306745,Freeheld,2015
47088,The Extra Man,2010
110402,Hard to Be a God,2013
27004,Ca$h,2010
15013,Wah-Wah,2005
8374,The Boondock Saints,1999
277519,Z Storm,2014
78381,Twixt,2011
164372,The Snow Queen,2012
294512,Alpha and Omega: The Legend of the Saw Tooth Cave,2014
8879,Pale Rider,1985
13001,Stargate: The Ark of Truth,2008
9571,Dazed and Confused,1993
13649,High School Musical 2,2007
325373,Two Lovers and a Bear,2016
334527,Criminal Activities,2015
2211,Aimee & Jaguar,1999
13919,The Chumscrubber,2005
14576,Shade,2003
82505,House at the End of the Street,2012
46738,Incendies,2010
38970,"Remember Me, My Love",2003
41009,Perrier’s Bounty,2009
7347,Elite Squad,2007
250546,Annabelle,2014
38415,Bran Nue Dae,2009
650,Boyz n the Hood,1991
16620,La Bamba,1987
25113,The Four Seasons,1981
11033,Dressed to Kill,1980
34723,The Adventures of Huck Finn,1993
9430,Go,1999
8998,Friends with Money,2006
10514,The Andromeda Strain,1971
10496,Bats,1999
1591,Nowhere in Africa,2001
76025,Shame,2011
4836,Layer Cake,2004
14631,The Work and the Glory II: American Zion,2005
87499,The East,2013
18923,A Home at the End of the World,2004
26665,Aberdeen,2000
28089,The Messenger,2009
62255,Tracker,2010
5708,Control,2007
218,The Terminator,1984
338,"Good bye, Lenin!",2003
21641,The Damned United,2009
10925,The Return of the Living Dead,1985
2293,Mallrats,1995
621,Grease,1978
792,Platoon,1986
1777,Fahrenheit 9/11,2004
642,Butch Cassidy and the Sundance Kid,1969
433,Mary Poppins,1964
16619,Ordinary People,1980
1725,West Side Story,1961
11977,Caddyshack,1980
20322,The Brothers,2001
16158,The Wood,1999
629,The Usual Suspects,1995
10160,A Nightmare on Elm Street 5: The Dream Child,1989
11452,National Lampoon’s Van Wilder,2002
12163,The Wrestler,2008
32275,Duel in the Sun,1946
13785,Best in Show,2000
1103,Escape from New York,1981
36739,School Daze,1988
14144,Daddy Day Camp,2007
10622,Mr. Nice Guy,1997
13370,A Mighty Wind,2003
11191,Mystic Pizza,1988
10215,Sliding Doors,1998
25066,Tales from the Hood,1995
1523,The Last King of Scotland,2006
11361,Halloween 5: The Revenge of Michael Myers,1989
92591,Bernie,2012
57612,Dolphins and Whales: Tribes of the Ocean,2008
12509,Pollock,2000
15256,200 Cigarettes,1999
83686,The Words,2012
80304,Casa De Mi Padre,2012
28053,City Island,2009
67913,The Guard,2011
13991,College,2008
1443,The Virgin Suicides,1999
8545,Little Voice,1998
19556,Miss March,2009
231576,Wish I Was Here,2014
16172,Simply Irresistible,1999
13403,Hedwig and the Angry Inch,2001
15797,Only the Strong,1993
347764,Goddess of Love,2015
13537,Shattered Glass,2003
20794,Novocaine,2001
31064,The Business of Strangers,2001
576,The Wild Bunch,1969
13990,The Wackness,2008
11583,The First Great Train Robbery,1979
18602,Morvern Callar,2002
